id,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Flow ID,Src IP,Src Port,Dst IP
AL-0047,44984,6,14/02/2018 02:15:58,43766,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,68.5463601883,21883.0,30407.0058045839,43384,382,0,0.0,0.0,0,0,43384,43384.0,0.0,43384,43384,0,0,0,0,32,76,22.8487867294,45.6975734588,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,230,241,0,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0048,44878,6,14/02/2018 02:15:55,352206,23,21,2665,1944,976,0,115.8695652174,253.9542378869,640,0,92.5714285714,139.8186580641,13086.0916622658,124.9268893772,8190.8372093023,21533.18547192,104155,6,352206,16009.3636363636,36982.5774843409,143045,10,351380,17569.0,29281.6415469524,104155,150,0,0,0,0,752,672,65.3026921745,59.6241972028,0,976,102.4222222222,203.7441007388,41511.6585858586,0,0,0,1,0,0,0,0,0,104.75,115.8695652174,92.5714285714,0,0,0,0,0,0,23,2665,21,1944,26883,241,15,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0049,80,6,14/02/2018 08:47:18,474670,5,3,214,466,214,0,42.8,95.703709437,466,0,155.3333333333,269.0452254424,1432.5742094508,16.8538142288,67810.0,115371.262364883,236717,15,474670,118667.5,136423.221362787,236894,55,236992,118496.0,167297.22178805,236793,199,0,0,0,0,168,104,10.533633893,6.3201803358,0,466,75.5555555556,162.6246530443,26446.7777777778,0,0,0,1,0,0,0,0,0,85.0,42.8,155.3333333333,0,0,0,0,0,0,5,214,3,466,14480,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0050,80,6,14/02/2018 08:47:15,474926,5,3,220,472,220,0,44.0,98.38699101,472,0,157.3333333333,272.5093270575,1457.0691012916,16.8447294947,67846.5714285714,115645.740842248,237162,15,474926,118731.5,136923.365842601,237497,15,237732,118866.0,167663.503100705,237422,310,0,0,0,0,168,104,10.5279559342,6.3167735605,0,472,76.8888888889,165.0669897681,27247.1111111111,0,0,0,1,0,0,0,0,0,86.5,44.0,157.3333333333,0,0,0,0,0,0,5,220,3,472,14480,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0051,0,0,14/02/2018 11:50:57,112640560,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266333903,56320280.0,149.9066376115,56320386,56320174,112640560,56320280.0,149.9066376115,56320386,56320174,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266333903,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320280.0,149.9066376115,56320386,56320174,,,,
AL-0052,47224,6,14/02/2018 02:17:03,4452,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,673.8544474394,2226.0,2688.4199820713,4127,325,0,0.0,0.0,0,0,4127,4127.0,0.0,4127,4127,0,0,0,0,32,76,224.6181491465,449.2362982929,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,230,241,0,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0053,67,17,14/02/2018 10:38:23,603,1,1,300,329,300,300,300.0,0.0,329,329,329.0,0.0,1043117.74461028,3316.7495854063,603.0,0.0,603,603,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,1658.3747927032,1658.3747927032,300,329,309.6666666667,16.7431578065,280.3333333333,0,0,0,0,0,0,0,0,1,464.5,300.0,329.0,0,0,0,0,0,0,1,300,1,329,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0054,0,0,14/02/2018 09:55:30,112641413,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266331886,56320706.5,103.9446968344,56320780,56320633,112641413,56320706.5,103.9446968344,56320780,56320633,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266331886,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320706.5,103.9446968344,56320780,56320633,,,,
AL-0055,80,6,14/02/2018 08:47:23,477602,5,3,215,467,215,0,43.0,96.1509230325,467,0,155.6666666667,269.6225757116,1427.9672195678,16.7503486166,68228.8571428571,116321.495231146,238515,19,477602,119400.5,137657.129222088,238692,19,239063,119531.5,168798.409484509,238890,173,0,0,0,0,168,104,10.4689678854,6.2813807312,0,467,75.7777777778,163.0312683029,26579.1944444444,0,0,0,1,0,0,0,0,0,85.25,43.0,155.6666666667,0,0,0,0,0,0,5,215,3,467,14480,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0056,0,0,14/02/2018 01:37:58,112639806,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266335686,56319903.0,32.5269119346,56319926,56319880,112639806,56319903.0,32.5269119346,56319926,56319880,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266335686,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56319903.0,32.5269119346,56319926,56319880,,,,
AL-0057,52322,6,14/02/2018 02:05:56,8523,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,351.9887363604,4261.5,5489.2699423512,8143,380,0,0.0,0.0,0,0,8143,8143.0,0.0,8143,8143,0,0,0,0,32,76,117.3295787868,234.6591575736,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,230,241,0,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0058,0,0,14/02/2018 11:14:21,112640035,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266335145,56320017.5,10.6066017178,56320025,56320010,112640035,56320017.5,10.6066017178,56320025,56320010,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266335145,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320017.5,10.6066017178,56320025,56320010,,,,
AL-0059,80,6,14/02/2018 08:47:19,479249,5,3,215,467,215,0,43.0,96.1509230325,467,0,155.6666666667,269.6225757116,1423.0598290242,16.6927839182,68464.1428571429,116522.185511928,239061,18,479249,119812.25,137797.592674606,239270,21,239238,119619.0,168903.768394906,239052,186,0,0,0,0,168,104,10.4329899489,6.2597939693,0,467,75.7777777778,163.0312683029,26579.1944444444,0,0,0,1,0,0,0,0,0,85.25,43.0,155.6666666667,0,0,0,0,0,0,5,215,3,467,14480,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0060,0,0,14/02/2018 11:53:46,112640902,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266333095,56320451.0,124.4507934888,56320539,56320363,112640902,56320451.0,124.4507934888,56320539,56320363,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266333095,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320451.0,124.4507934888,56320539,56320363,,,,
AL-0061,0,0,14/02/2018 12:30:22,112641082,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266332669,56320541.0,110.3086578651,56320619,56320463,112641082,56320541.0,110.3086578651,56320619,56320463,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266332669,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320541.0,110.3086578651,56320619,56320463,,,,
AL-0062,0,0,14/02/2018 10:01:08,112641216,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266332352,56320608.0,56.5685424949,56320648,56320568,112641216,56320608.0,56.5685424949,56320648,56320568,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266332352,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320608.0,56.5685424949,56320648,56320568,,,,
AL-0063,44746,6,14/02/2018 02:15:51,3100,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,967.7419354839,1550.0,1772.0095936535,2803,297,0,0.0,0.0,0,0,2803,2803.0,0.0,2803,2803,0,0,0,0,32,76,322.5806451613,645.1612903226,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,230,241,0,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0064,0,0,14/02/2018 12:38:49,112640601,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266333806,56320300.5,75.660425587,56320354,56320247,112640601,56320300.5,75.660425587,56320354,56320247,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266333806,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320300.5,75.660425587,56320354,56320247,,,,
AL-0065,0,0,14/02/2018 01:49:13,112640440,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266334187,56320220.0,9.8994949366,56320227,56320213,112640440,56320220.0,9.8994949366,56320227,56320213,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266334187,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320220.0,9.8994949366,56320227,56320213,,,,
AL-0066,22,6,14/02/2018 09:38:53,828545,6,4,52,1017,32,0,8.6666666667,13.952299691,976,0,254.25,481.5546870986,1290.2135671569,12.0693504879,92060.5555555556,136780.075691885,274751,18,828545,165709.0,151262.805244713,279256,18,553985,184661.666666667,159358.223541596,278508,663,0,0,0,0,200,136,7.2416102927,4.8277401952,0,976,97.1818181818,291.8550387373,85179.3636363636,0,0,0,1,0,0,0,0,0,106.9,8.6666666667,254.25,0,0,0,0,0,0,6,52,4,1017,14600,210,2,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0067,0,0,14/02/2018 11:25:36,112640876,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266333156,56320438.0,57.9827560573,56320479,56320397,112640876,56320438.0,57.9827560573,56320479,56320397,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266333156,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320438.0,57.9827560573,56320479,56320397,,,,
AL-0068,0,0,14/02/2018 10:06:46,112641235,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266332307,56320617.5,144.9568901432,56320720,56320515,112641235,56320617.5,144.9568901432,56320720,56320515,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266332307,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320617.5,144.9568901432,56320720,56320515,,,,
AL-0069,0,0,14/02/2018 09:18:53,112641151,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266332506,56320575.5,153.4421715175,56320684,56320467,112641151,56320575.5,153.4421715175,56320684,56320467,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266332506,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320575.5,153.4421715175,56320684,56320467,,,,
AL-0070,37812,6,14/02/2018 02:12:32,4376,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,685.5575868373,2188.0,2610.6382361407,4034,342,0,0.0,0.0,0,0,4034,4034.0,0.0,4034,4034,0,0,0,0,32,76,228.5191956124,457.0383912249,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,230,241,0,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0071,45440,6,14/02/2018 02:02:37,7587,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,395.4132068011,3793.5,4998.5378362077,7328,259,0,0.0,0.0,0,0,7328,7328.0,0.0,7328,7328,0,0,0,0,32,76,131.804402267,263.6088045341,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,230,241,0,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0072,80,6,14/02/2018 08:47:30,473864,5,3,207,459,207,0,41.4,92.5732142685,459,0,153.0,265.003773558,1405.4665473638,16.8824810494,67694.8571428571,115516.380912591,236821,15,473864,118466.0,136764.500610843,237030,15,236990,118495.0,167315.606564361,236805,185,0,0,0,0,168,104,10.5515506559,6.3309303935,0,459,74.0,159.7834472028,25530.75,0,0,0,1,0,0,0,0,0,83.25,41.4,153.0,0,0,0,0,0,0,5,207,3,459,14480,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0073,0,0,14/02/2018 12:33:11,112640929,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266333031,56320464.5,33.2340187158,56320488,56320441,112640929,56320464.5,33.2340187158,56320488,56320441,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266333031,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320464.5,33.2340187158,56320488,56320441,,,,
AL-0074,22,6,14/02/2018 10:32:24,3714671,15,17,1128,2302,272,0,75.2,82.5583776142,976,0,135.4117647059,294.3853891635,923.3657570213,8.6144910276,119828.096774194,142575.439625333,536338,18,3713874,265276.714285714,179477.56047631,840327,92,3714631,232164.4375,143519.68740024,536338,18,0,0,0,0,500,552,4.0380426692,4.5764483584,0,976,103.9393939394,218.0924315792,47564.3087121212,0,0,0,1,0,0,0,0,1,107.1875,75.2,135.4117647059,0,0,0,0,0,0,15,1128,17,2302,14600,227,11,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0075,43174,6,14/02/2018 02:15:06,5901,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,508.3884087443,2950.5,3495.2288194051,5422,479,0,0.0,0.0,0,0,5422,5422.0,0.0,5422,5422,0,0,0,0,32,76,169.4628029148,338.9256058295,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,230,241,0,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0076,0,0,14/02/2018 10:18:01,112641249,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266332274,56320624.5,0.7071067812,56320625,56320624,112641249,56320624.5,0.7071067812,56320625,56320624,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266332274,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320624.5,0.7071067812,56320625,56320624,,,,
AL-0077,67,17,14/02/2018 01:17:12,659,1,1,300,329,300,300,300.0,0.0,329,329,329.0,0.0,954476.479514416,3034.9013657056,659.0,0.0,659,659,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,1517.4506828528,1517.4506828528,300,329,309.6666666667,16.7431578065,280.3333333333,0,0,0,0,0,0,0,0,1,464.5,300.0,329.0,0,0,0,0,0,0,1,300,1,329,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0078,9984,6,14/02/2018 10:54:57,15638481,23,28,2224,768,336,0,96.6956521739,82.2205652126,64,0,27.4285714286,32.2529683635,191.3229296375,3.2611863006,312769.62,1216248.52581801,8320957,12,15553738,706988.090909091,1810266.85306446,8404698,20,15558309,576233.666666667,1622017.97879372,8320957,12,1,0,0,0,460,560,1.4707310768,1.7904552239,0,336,58.7692307692,68.2304674009,4655.3966817496,0,1,0,0,1,0,0,0,1,59.9215686275,96.6956521739,27.4285714286,0,0,0,0,0,0,23,2224,28,768,256,254,21,20,5262831.0,0.0,5262831,5262831,8320957.0,0.0,8320957,8320957,,,,
AL-0079,0,0,14/02/2018 11:22:47,112641293,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.026633217,56320646.5,109.6015510839,56320724,56320569,112641293,56320646.5,109.6015510839,56320724,56320569,0,0.0,0.0,0,0,0,0,0,0,0,0,0.026633217,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320646.5,109.6015510839,56320724,56320569,,,,
AL-0080,0,0,14/02/2018 10:03:57,112641213,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266332359,56320606.5,20.5060966544,56320621,56320592,112641213,56320606.5,20.5060966544,56320621,56320592,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266332359,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320606.5,20.5060966544,56320621,56320592,,,,
AL-0081,0,0,14/02/2018 01:21:04,112640761,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266333428,56320380.5,36.0624458405,56320406,56320355,112640761,56320380.5,36.0624458405,56320406,56320355,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266333428,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320380.5,36.0624458405,56320406,56320355,,,,
AL-0082,0,0,14/02/2018 10:54:38,112638231,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.026633941,56319115.5,94.0452018978,56319182,56319049,112638231,56319115.5,94.0452018978,56319182,56319049,0,0.0,0.0,0,0,0,0,0,0,0,0,0.026633941,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56319115.5,94.0452018978,56319182,56319049,,,,
AL-0083,0,0,14/02/2018 02:11:45,112641696,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266331217,56320848.0,90.5096679919,56320912,56320784,112641696,56320848.0,90.5096679919,56320912,56320784,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266331217,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320848.0,90.5096679919,56320912,56320784,,,,
AL-0084,0,0,14/02/2018 12:24:45,112640370,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266334352,56320185.0,66.4680374315,56320232,56320138,112640370,56320185.0,66.4680374315,56320232,56320138,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266334352,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320185.0,66.4680374315,56320232,56320138,,,,
AL-0085,0,0,14/02/2018 10:43:22,112640519,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266334,56320259.5,499.9244942989,56320613,56319906,112640519,56320259.5,499.9244942989,56320613,56319906,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266334,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320259.5,499.9244942989,56320613,56319906,,,,
AL-0086,51938,6,14/02/2018 02:05:46,3223,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,930.8098045299,1611.5,1883.0253582998,2943,280,0,0.0,0.0,0,0,2943,2943.0,0.0,2943,2943,0,0,0,0,32,76,310.2699348433,620.5398696866,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,230,241,0,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0087,0,0,14/02/2018 10:34:55,112641251,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266332269,56320625.5,68.5893577751,56320674,56320577,112641251,56320625.5,68.5893577751,56320674,56320577,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266332269,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320625.5,68.5893577751,56320674,56320577,,,,
AL-0088,45440,6,14/02/2018 02:16:11,368138,23,21,2665,1976,976,0,115.8695652174,253.9542378869,640,0,94.0952380952,139.9406676995,12606.6855364021,119.5203972423,8561.3488372093,17586.8665078772,71411,3,368138,16733.5454545455,31183.4029172224,114836,5,367272,18363.6,28394.2081573727,101156,133,0,0,0,0,752,672,62.4765712858,57.0438259566,0,976,103.1333333333,203.7484634633,41513.4363636364,0,0,0,1,0,0,0,0,0,105.4772727273,115.8695652174,94.0952380952,0,0,0,0,0,0,23,2665,21,1976,26883,241,15,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0089,0,0,14/02/2018 09:41:25,112641313,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266332123,56320656.5,109.6015510839,56320734,56320579,112641313,56320656.5,109.6015510839,56320734,56320579,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266332123,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320656.5,109.6015510839,56320734,56320579,,,,
AL-0090,0,0,14/02/2018 08:36:39,112638623,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266338483,56319311.5,301.9345955667,56319525,56319098,112638623,56319311.5,301.9345955667,56319525,56319098,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266338483,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56319311.5,301.9345955667,56319525,56319098,,,,
AL-0091,0,0,14/02/2018 09:58:19,112641214,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266332357,56320607.0,14.1421356237,56320617,56320597,112641214,56320607.0,14.1421356237,56320617,56320597,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266332357,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320607.0,14.1421356237,56320617,56320597,,,,
AL-0092,0,0,14/02/2018 01:46:24,112640349,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266334402,56320174.5,57.2756492761,56320215,56320134,112640349,56320174.5,57.2756492761,56320215,56320134,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266334402,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320174.5,57.2756492761,56320215,56320134,,,,
AL-0093,40388,6,14/02/2018 02:13:46,6606,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,454.1326067212,3303.0,4123.84674788,6219,387,0,0.0,0.0,0,0,6219,6219.0,0.0,6219,6219,0,0,0,0,32,76,151.3775355737,302.7550711474,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,230,241,0,32,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0094,9984,6,14/02/2018 12:30:03,329731,5,5,3488,672,1168,0,697.6,452.9158862305,560,0,134.4,239.6263758437,12616.3448386715,30.327752016,36636.7777777778,31606.2599091453,84948,138,329731,82432.75,70258.660160747,154898,138,246891,61722.75,32950.7519628409,90868,32079,1,0,0,0,100,100,15.163876008,15.163876008,0,1168,445.0909090909,440.0330566095,193629.090909091,0,1,0,0,1,0,0,0,1,489.6,697.6,134.4,0,0,0,0,0,0,5,3488,5,672,256,252,3,20,0.0,0.0,0,0,0.0,0.0,0,0,,,,
AL-0095,0,0,14/02/2018 12:21:56,112640587,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266333839,56320293.5,98.2878425849,56320363,56320224,112640587,56320293.5,98.2878425849,56320363,56320224,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266333839,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320293.5,98.2878425849,56320363,56320224,,,,
