id,timestamp,sourceIp,destinationIp,destinationPort,protocol,flowDuration,totalFwdPackets,totalBwdPackets,flowBytesPerSecond,flowPacketsPerSecond,packetLengthMean,fwdPacketLengthMean,synFlagCount,ackFlagCount,finFlagCount,rstFlagCount
AL-0874,22/02/2018 11:02:52,unknown-source,unknown-destination,80,TCP,2340000,24,12,21000,114,402,372,1,10,0,0
AL-0875,22/02/2018 11:21:15,unknown-source,unknown-destination,80,TCP,1800000,18,12,18000,90,360,330,1,10,0,0
AL-0876,22/02/2018 04:18:25,unknown-source,unknown-destination,80,TCP,1890000,19,13,18500,94,367,337,2,11,0,0
AL-0877,22/02/2018 10:22:17,unknown-source,unknown-destination,80,TCP,1980000,20,14,19000,98,374,344,1,12,0,0
AL-0878,22/02/2018 02:10:35,unknown-source,unknown-destination,80,TCP,2070000,21,12,19500,102,381,351,2,10,0,0
AL-0879,22/02/2018 10:45:24,unknown-source,unknown-destination,80,TCP,2160000,22,13,20000,106,388,358,1,11,0,0
AL-0880,22/02/2018 04:18:52,unknown-source,unknown-destination,80,TCP,2250000,23,14,20500,110,395,365,2,12,0,0
AL-0881,22/02/2018 10:39:36,unknown-source,unknown-destination,80,TCP,2340000,24,12,21000,114,402,372,1,10,0,0
AL-0882,22/02/2018 10:29:58,unknown-source,unknown-destination,80,TCP,1800000,18,12,18000,90,360,330,1,10,0,0
AL-0883,22/02/2018 10:13:56,unknown-source,unknown-destination,80,TCP,1890000,19,13,18500,94,367,337,2,11,0,0
AL-0884,22/02/2018 10:26:08,unknown-source,unknown-destination,80,TCP,1980000,20,14,19000,98,374,344,1,12,0,0
AL-0885,22/02/2018 11:19:25,unknown-source,unknown-destination,80,TCP,2070000,21,12,19500,102,381,351,2,10,0,0
AL-0886,22/02/2018 10:59:10,unknown-source,unknown-destination,80,TCP,2160000,22,13,20000,106,388,358,1,11,0,0
AL-0887,22/02/2018 02:04:50,unknown-source,unknown-destination,80,TCP,2250000,23,14,20500,110,395,365,2,12,0,0
AL-0888,22/02/2018 11:13:31,unknown-source,unknown-destination,80,TCP,2340000,24,12,21000,114,402,372,1,10,0,0
AL-0889,22/02/2018 11:02:57,unknown-source,unknown-destination,80,TCP,1800000,18,12,18000,90,360,330,1,10,0,0
AL-0890,22/02/2018 04:16:30,unknown-source,unknown-destination,80,TCP,1890000,19,13,18500,94,367,337,2,11,0,0
AL-0891,22/02/2018 10:40:40,unknown-source,unknown-destination,80,TCP,1980000,20,14,19000,98,374,344,1,12,0,0
AL-0892,22/02/2018 10:13:51,unknown-source,unknown-destination,80,TCP,2070000,21,12,19500,102,381,351,2,10,0,0
AL-0893,22/02/2018 02:06:45,unknown-source,unknown-destination,80,TCP,2160000,22,13,20000,106,388,358,1,11,0,0
AL-0894,22/02/2018 10:35:51,unknown-source,unknown-destination,80,TCP,2250000,23,14,20500,110,395,365,2,12,0,0
AL-0895,22/02/2018 04:16:49,unknown-source,unknown-destination,80,TCP,2340000,24,12,21000,114,402,372,1,10,0,0
AL-0896,22/02/2018 01:53:09,unknown-source,unknown-destination,80,TCP,1800000,18,12,18000,90,360,330,1,10,0,0
AL-0897,22/02/2018 10:35:45,unknown-source,unknown-destination,80,TCP,1890000,19,13,18500,94,367,337,2,11,0,0
AL-0898,22/02/2018 10:27:05,unknown-source,unknown-destination,80,TCP,1980000,20,14,19000,98,374,344,1,12,0,0
AL-0899,22/02/2018 02:01:01,unknown-source,unknown-destination,80,TCP,2070000,21,12,19500,102,381,351,2,10,0,0
AL-0900,22/02/2018 10:34:48,unknown-source,unknown-destination,80,TCP,2160000,22,13,20000,106,388,358,1,11,0,0
AL-0901,22/02/2018 11:16:26,unknown-source,unknown-destination,80,TCP,2250000,23,14,20500,110,395,365,2,12,0,0
AL-0902,22/02/2018 10:50:17,unknown-source,unknown-destination,80,TCP,2340000,24,12,21000,114,402,372,1,10,0,0
AL-0903,22/02/2018 02:13:32,unknown-source,unknown-destination,80,TCP,1800000,18,12,18000,90,360,330,1,10,0,0
AL-0904,22/02/2018 10:37:40,unknown-source,unknown-destination,80,TCP,1890000,19,13,18500,94,367,337,2,11,0,0
AL-0905,22/02/2018 10:40:35,unknown-source,unknown-destination,80,TCP,1980000,20,14,19000,98,374,344,1,12,0,0
AL-0906,22/02/2018 04:18:03,unknown-source,unknown-destination,80,TCP,2070000,21,12,19500,102,381,351,2,10,0,0
AL-0907,22/02/2018 02:16:32,unknown-source,unknown-destination,80,TCP,2160000,22,13,20000,106,388,358,1,11,0,0
AL-0908,22/02/2018 11:12:34,unknown-source,unknown-destination,80,TCP,2250000,23,14,20500,110,395,365,2,12,0,0
AL-0909,22/02/2018 04:16:55,unknown-source,unknown-destination,80,TCP,2340000,24,12,21000,114,402,372,1,10,0,0
AL-0910,22/02/2018 04:22:12,unknown-source,unknown-destination,80,TCP,1800000,18,12,18000,90,360,330,1,10,0,0
AL-0911,22/02/2018 10:35:44,unknown-source,unknown-destination,80,TCP,1890000,19,13,18500,94,367,337,2,11,0,0
AL-0912,22/02/2018 10:37:41,unknown-source,unknown-destination,80,TCP,1980000,20,14,19000,98,374,344,1,12,0,0
AL-0913,22/02/2018 04:20:08,unknown-source,unknown-destination,80,TCP,2070000,21,12,19500,102,381,351,2,10,0,0
AL-0914,22/02/2018 10:17:51,unknown-source,unknown-destination,80,TCP,2160000,22,13,20000,106,388,358,1,11,0,0
AL-0915,22/02/2018 10:32:51,unknown-source,unknown-destination,80,TCP,2250000,23,14,20500,110,395,365,2,12,0,0
AL-0916,22/02/2018 01:59:06,unknown-source,unknown-destination,80,TCP,2340000,24,12,21000,114,402,372,1,10,0,0
AL-0917,22/02/2018 10:13:56,unknown-source,unknown-destination,80,TCP,1800000,18,12,18000,90,360,330,1,10,0,0
AL-0918,28/02/2018 11:12:26,unknown-source,unknown-destination,53,UDP,24000000,47,26,13700,68,448,418,2,19,0,2
AL-0919,28/02/2018 11:50:05,unknown-source,unknown-destination,445,TCP,25000000,49,27,14400,71,456,426,1,20,0,1
AL-0920,28/02/2018 02:05:10,unknown-source,unknown-destination,60805,TCP,26000000,51,28,15100,74,464,434,2,21,0,2
AL-0921,28/02/2018 11:03:46,unknown-source,unknown-destination,3389,TCP,27000000,53,29,15800,77,472,442,1,22,0,1
AL-0922,28/02/2018 10:56:16,unknown-source,unknown-destination,445,TCP,28000000,55,25,16500,80,480,450,2,18,0,2
AL-0923,28/02/2018 02:23:12,unknown-source,unknown-destination,53,UDP,29000000,57,26,17200,83,488,458,1,19,0,1
AL-0924,28/02/2018 02:36:04,unknown-source,unknown-destination,445,TCP,23000000,45,25,13000,65,440,410,1,18,0,1
AL-0925,28/02/2018 10:52:38,unknown-source,unknown-destination,53,UDP,24000000,47,26,13700,68,448,418,2,19,0,2
AL-0926,28/02/2018 02:33:37,unknown-source,unknown-destination,443,TCP,25000000,49,27,14400,71,456,426,1,20,0,1
AL-0927,28/02/2018 11:12:27,unknown-source,unknown-destination,53,UDP,26000000,51,28,15100,74,464,434,2,21,0,2
AL-0928,28/02/2018 10:53:29,unknown-source,unknown-destination,443,TCP,27000000,53,29,15800,77,472,442,1,22,0,1
AL-0929,28/02/2018 11:25:40,unknown-source,unknown-destination,443,TCP,28000000,55,25,16500,80,480,450,2,18,0,2
AL-0930,28/02/2018 11:14:42,unknown-source,unknown-destination,139,TCP,29000000,57,26,17200,83,488,458,1,19,0,1
AL-0931,28/02/2018 01:58:01,unknown-source,unknown-destination,55117,TCP,23000000,45,25,13000,65,440,410,1,18,0,1
AL-0932,28/02/2018 02:01:53,unknown-source,unknown-destination,443,TCP,24000000,47,26,13700,68,448,418,2,19,0,2
AL-0933,28/02/2018 01:51:04,unknown-source,unknown-destination,53,UDP,25000000,49,27,14400,71,456,426,1,20,0,1
AL-0934,28/02/2018 02:06:40,unknown-source,unknown-destination,443,TCP,26000000,51,28,15100,74,464,434,2,21,0,2
AL-0935,28/02/2018 11:57:26,unknown-source,unknown-destination,53,UDP,27000000,53,29,15800,77,472,442,1,22,0,1
AL-0936,28/02/2018 10:52:38,unknown-source,unknown-destination,443,TCP,28000000,55,25,16500,80,480,450,2,18,0,2
AL-0937,28/02/2018 01:43:48,unknown-source,unknown-destination,443,TCP,29000000,57,26,17200,83,488,458,1,19,0,1
AL-0938,28/02/2018 11:58:12,unknown-source,unknown-destination,443,TCP,23000000,45,25,13000,65,440,410,1,18,0,1
AL-0939,28/02/2018 02:06:43,unknown-source,unknown-destination,55342,TCP,24000000,47,26,13700,68,448,418,2,19,0,2
AL-0940,28/02/2018 11:16:38,unknown-source,unknown-destination,443,TCP,25000000,49,27,14400,71,456,426,1,20,0,1
AL-0941,28/02/2018 11:13:07,unknown-source,unknown-destination,443,TCP,26000000,51,28,15100,74,464,434,2,21,0,2
AL-0942,28/02/2018 11:31:27,unknown-source,unknown-destination,53102,TCP,27000000,53,29,15800,77,472,442,1,22,0,1
AL-0943,28/02/2018 02:20:15,unknown-source,unknown-destination,55480,TCP,28000000,55,25,16500,80,480,450,2,18,0,2
AL-0944,28/02/2018 01:57:19,unknown-source,unknown-destination,55111,TCP,29000000,57,26,17200,83,488,458,1,19,0,1
AL-0945,28/02/2018 10:52:43,unknown-source,unknown-destination,0,HOPOPT,23000000,45,25,13000,65,440,410,1,18,0,1
AL-0946,28/02/2018 10:52:38,unknown-source,unknown-destination,53,UDP,24000000,47,26,13700,68,448,418,2,19,0,2
AL-0947,28/02/2018 11:45:55,unknown-source,unknown-destination,53301,TCP,25000000,49,27,14400,71,456,426,1,20,0,1
AL-0948,28/02/2018 01:54:27,unknown-source,unknown-destination,80,TCP,26000000,51,28,15100,74,464,434,2,21,0,2
AL-0949,28/02/2018 12:02:04,unknown-source,unknown-destination,53538,TCP,27000000,53,29,15800,77,472,442,1,22,0,1
AL-0950,28/02/2018 02:21:11,unknown-source,unknown-destination,52162,TCP,28000000,55,25,16500,80,480,450,2,18,0,2
AL-0951,28/02/2018 02:12:02,unknown-source,unknown-destination,53,UDP,29000000,57,26,17200,83,488,458,1,19,0,1
AL-0952,28/02/2018 11:12:23,unknown-source,unknown-destination,53,UDP,23000000,45,25,13000,65,440,410,1,18,0,1
AL-0953,28/02/2018 11:13:00,unknown-source,unknown-destination,53,UDP,24000000,47,26,13700,68,448,418,2,19,0,2
AL-0954,28/02/2018 11:53:27,unknown-source,unknown-destination,31097,TCP,25000000,49,27,14400,71,456,426,1,20,0,1
AL-0955,28/02/2018 11:56:47,unknown-source,unknown-destination,443,TCP,26000000,51,28,15100,74,464,434,2,21,0,2
AL-0956,28/02/2018 01:57:49,unknown-source,unknown-destination,80,TCP,27000000,53,29,15800,77,472,442,1,22,0,1
AL-0957,28/02/2018 11:50:41,unknown-source,unknown-destination,443,TCP,28000000,55,25,16500,80,480,450,2,18,0,2
AL-0958,28/02/2018 12:00:31,unknown-source,unknown-destination,443,TCP,29000000,57,26,17200,83,488,458,1,19,0,1
AL-0959,28/02/2018 02:06:40,unknown-source,unknown-destination,443,TCP,23000000,45,25,13000,65,440,410,1,18,0,1
AL-0960,28/02/2018 11:55:43,unknown-source,unknown-destination,443,TCP,24000000,47,26,13700,68,448,418,2,19,0,2
AL-0961,28/02/2018 11:12:26,unknown-source,unknown-destination,53,UDP,25000000,49,27,14400,71,456,426,1,20,0,1
AL-0962,28/02/2018 11:43:58,unknown-source,unknown-destination,53,UDP,26000000,51,28,15100,74,464,434,2,21,0,2
AL-0963,28/02/2018 01:50:29,unknown-source,unknown-destination,3389,TCP,27000000,53,29,15800,77,472,442,1,22,0,1
AL-0964,28/02/2018 12:04:57,unknown-source,unknown-destination,443,TCP,28000000,55,25,16500,80,480,450,2,18,0,2
AL-0965,28/02/2018 12:01:32,unknown-source,unknown-destination,139,TCP,29000000,57,26,17200,83,488,458,1,19,0,1
AL-0966,28/02/2018 01:54:28,unknown-source,unknown-destination,53,UDP,23000000,45,25,13000,65,440,410,1,18,0,1
AL-0967,28/02/2018 01:54:27,unknown-source,unknown-destination,443,TCP,24000000,47,26,13700,68,448,418,2,19,0,2
AL-0968,28/02/2018 10:52:35,unknown-source,unknown-destination,80,TCP,25000000,49,27,14400,71,456,426,1,20,0,1
AL-0969,28/02/2018 02:25:18,unknown-source,unknown-destination,53,UDP,26000000,51,28,15100,74,464,434,2,21,0,2
AL-0970,28/02/2018 11:12:24,unknown-source,unknown-destination,443,TCP,27000000,53,29,15800,77,472,442,1,22,0,1
AL-0971,28/02/2018 11:07:44,unknown-source,unknown-destination,3389,TCP,28000000,55,25,16500,80,480,450,2,18,0,2
AL-0972,28/02/2018 11:00:07,unknown-source,unknown-destination,443,TCP,29000000,57,26,17200,83,488,458,1,19,0,1
AL-0973,28/02/2018 10:52:38,unknown-source,unknown-destination,53,UDP,23000000,45,25,13000,65,440,410,1,18,0,1
AL-0974,28/02/2018 01:57:52,unknown-source,unknown-destination,443,TCP,24000000,47,26,13700,68,448,418,2,19,0,2
AL-0975,28/02/2018 02:00:40,unknown-source,unknown-destination,55143,TCP,25000000,49,27,14400,71,456,426,1,20,0,1
AL-0976,28/02/2018 10:52:38,unknown-source,unknown-destination,53,UDP,26000000,51,28,15100,74,464,434,2,21,0,2
AL-0977,28/02/2018 01:43:16,unknown-source,unknown-destination,443,TCP,27000000,53,29,15800,77,472,442,1,22,0,1
AL-0978,28/02/2018 11:05:21,unknown-source,unknown-destination,52646,TCP,28000000,55,25,16500,80,480,450,2,18,0,2
AL-0979,28/02/2018 11:40:28,unknown-source,unknown-destination,443,TCP,29000000,57,26,17200,83,488,458,1,19,0,1
AL-0980,28/02/2018 02:06:39,unknown-source,unknown-destination,53,UDP,23000000,45,25,13000,65,440,410,1,18,0,1
AL-0981,28/02/2018 02:06:41,unknown-source,unknown-destination,53,UDP,24000000,47,26,13700,68,448,418,2,19,0,2
AL-0982,28/02/2018 11:48:01,unknown-source,unknown-destination,443,TCP,25000000,49,27,14400,71,456,426,1,20,0,1
AL-0983,28/02/2018 01:57:50,unknown-source,unknown-destination,53,UDP,26000000,51,28,15100,74,464,434,2,21,0,2
AL-0984,28/02/2018 02:09:28,unknown-source,unknown-destination,55337,TCP,27000000,53,29,15800,77,472,442,1,22,0,1
AL-0985,28/02/2018 11:25:31,unknown-source,unknown-destination,443,TCP,28000000,55,25,16500,80,480,450,2,18,0,2
AL-0986,28/02/2018 02:22:50,unknown-source,unknown-destination,80,TCP,29000000,57,26,17200,83,488,458,1,19,0,1
AL-0987,28/02/2018 02:24:38,unknown-source,unknown-destination,55526,TCP,23000000,45,25,13000,65,440,410,1,18,0,1
AL-0988,28/02/2018 02:11:59,unknown-source,unknown-destination,53,UDP,24000000,47,26,13700,68,448,418,2,19,0,2
AL-0989,28/02/2018 01:50:50,unknown-source,unknown-destination,443,TCP,25000000,49,27,14400,71,456,426,1,20,0,1
AL-0990,28/02/2018 02:25:47,unknown-source,unknown-destination,55585,TCP,26000000,51,28,15100,74,464,434,2,21,0,2
AL-0991,28/02/2018 11:50:41,unknown-source,unknown-destination,53,UDP,27000000,53,29,15800,77,472,442,1,22,0,1
AL-0992,28/02/2018 02:32:16,unknown-source,unknown-destination,35972,TCP,28000000,55,25,16500,80,480,450,2,18,0,2
AL-0993,28/02/2018 02:19:05,unknown-source,unknown-destination,53,UDP,29000000,57,26,17200,83,488,458,1,19,0,1
AL-0994,28/02/2018 11:31:27,unknown-source,unknown-destination,53103,TCP,23000000,45,25,13000,65,440,410,1,18,0,1
AL-0995,28/02/2018 12:04:39,unknown-source,unknown-destination,445,TCP,24000000,47,26,13700,68,448,418,2,19,0,2
AL-0996,28/02/2018 11:12:25,unknown-source,unknown-destination,53,UDP,25000000,49,27,14400,71,456,426,1,20,0,1
AL-0997,28/02/2018 11:32:06,unknown-source,unknown-destination,3389,TCP,26000000,51,28,15100,74,464,434,2,21,0,2
AL-0998,28/02/2018 02:29:46,unknown-source,unknown-destination,445,TCP,27000000,53,29,15800,77,472,442,1,22,0,1
AL-0999,28/02/2018 11:58:12,unknown-source,unknown-destination,53495,TCP,28000000,55,25,16500,80,480,450,2,18,0,2
AL-1000,28/02/2018 02:12:02,unknown-source,unknown-destination,53,UDP,29000000,57,26,17200,83,488,458,1,19,0,1
